Brand_Name,Item_Name,Number_Likes,Condition,Color,Size,Price,Img_Length,Measurements,Description
Reese Cooper,Reese Cooper pleated wool cargos,7,Gently Used,Plaid,28,$80 ,6,TRUE,"Size 28
Great piece for fall
Tons of details and a great pattern
Only shipping to US/Canada"
Reese Cooper,Reese Cooper Organic Dye Cargo Pants,6,Gently Used,Black,30,$173 ,16,TRUE,"Reese Cooper Organic Dye Cargo Pants
Black Size 30
Inseam has been shortened
refer to measurements
7/10 condition. Used a bit. some fading and a couple spots, see photos
only notable thing is I did cut off the signature reese cooper keychain <U+0001F972>sorryyyy
only shipping within the US or CA"
Reese Cooper,Reese Cooper Cargo Shorts S/S 22' Trail Map Camo,2,New,Gray,32,$80 ,5,TRUE,"Reese Cooper Ripstop Cargo Short Grey Trail Map Camo Large
Spring Summer 2022
New With Tags
Never worn
Retail $298"
Reese Cooper × Streetwear,Reese cooper cargo pants size 34,9,New,Orange,34,$150 ,5,TRUE,Brand new with tags size 34 x34
Reese Cooper,$348 Reese Cooper RCI Embroidered Sweatpants Black - Size S,49,Used,Black,30,$120 ,7,FALSE,"100% Authentic
Condition: Used
Size: Small
Item Description: Made from a heavyweight french terry and constructed with front panelling. Finished with the RCI hook on the waistband, elongated drawstrings, and a subtle cargo pocket on the right leg, these trousers are perfect for everyday wear.
Wore these a good bit but no major signs of wear. Please judge condition from photos above all else.
Shipping: No returns. All sales final.
Let me know if you have any questions and have a great day!"
Reese Cooper,RCI Forest Sweatpants (size L),34,New,Forest green,30,$108 ,6,FALSE,Retail: $368
Levi's × Reese Cooper,Canvas Straight Fit Jeans,1,New,Natural,30,$220 ,4,TRUE,"Reese Cooper x Levi’s
Organic cotton canvas straight fit
30x34
Brand new"
Reese Cooper,"Oat Grass Embroidered Pleated pants, size 32",35,New,Beige,32,$165 ,10,TRUE,"Brand new with tags. Retail price $488
Reese Cooper pleated pants with beautifully embroidered oat grass design on bottom of pants. Size 32. Made in USA.
10/10 condition. Pants have never been washed. No holes, smells, rips, tears, stains, or issues with pants. Have pants in hand, will ship same day payment is received"
Reese Cooper,Reese Cooper Brushed Cotton Canvas Cargo Pants,1,Gently Used,Black,31,$140 ,5,TRUE,"NA shipping only, all sales final.
Gently used still in fantastic condition with original hang tag.
Very heavy and baggy cargo pants.
Open to offers."
Reese Cooper,SS21 Reese Cooper RCI Denim Jeans,6,New,Navy,30,$127 ,4,TRUE,"30x30
From the Spring/Summer 21 “River Run
Through” Collection
Minimal/Grail Wear
Like New Condition
Carabiner Clip Still attached including buttons
Offer"
Levi's × Reese Cooper,Reese Cooper Levi's Straight Fit Duck Canvas Pants in Green,43,New,Green,34,$170 ,6,TRUE,"Condition: Brand New
Size: 34x34
Shipping: Ships next day!
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper x Levi's"
Reese Cooper,Reese Cooper Cargo Work Pants,72,New,Khaki,34,$260 ,6,FALSE,New without tags. Size 34. Message me with any questions!
Reese Cooper,RCI sweatpants,15,Used,Black,33,$126 ,4,TRUE,Used like new size Large. Only selling bc they are too big.
Reese Cooper,Outdoor Supply Waxed Cotton Pant in Green,26,New,Green,32,$90 ,7,TRUE,Really cool lightweight piece. I bought this from the official site. wish I could wear it but it’s too small for me. It says it’s size 34 but it fits like a 32 !
Reese Cooper,Reese cooper knee works pants in coffee,7,New,Brown,32,$140 ,5,TRUE,Never worn out
Reese Cooper,Against The Wind Fatigue pants,16,Gently Used,Grey,32,$76 ,6,TRUE,I’m good but used condition with some very minor stains on the right front pocket as pictured. Otherwise beautiful and very high quality garment. Selling for a good price!
Reese Cooper,Corduroy Adventure Cargo Pants,9,Gently Used,Tan,30,$200 ,5,TRUE,Amazing detailing. Straight leg fit. Paid $480 originally. Good condition. Fits 31-32 waist best.
Levi's × Reese Cooper,Reese Cooper Levi’s Jeans Size 28x34,4,Gently Used,Blue,28,$107 ,6,TRUE,"Ripped knee. Other that pants look new!
Any questions please dm us! Checkout our other listing! We ship within 24 hours!
Thank you<U+0001F91E><U+0001F3FD>"
Reese Cooper,Reese Cooper Cargo,6,Gently Used,Green,32,$100 ,8,TRUE,"Reese Cooper Organic Dye Cargo
AW 2021 “Pyrophyte”
Sized 32 fits 34
Condition - 8/10
Small Mark on rise, see picture
Cool pants, too big for me was never able to wear
Bought used off here, needs dryclean"
Reese Cooper,Reese Cooper Waxed Cotton Pants,20,New,Khaki,30,$100 ,5,TRUE,"Brand New
Size 32, but has a very slim waist. Fits more like a size 30.
Message me for any questions."
Reese Cooper,Reese Cooper Nylon Panelled Sport Pant,46,New,Green,30,$215 ,10,TRUE,"Reese Cooper Nylon Panelled Sport Pant Coloured Forest Green & Cream From FW 21. The Condition Is 10/10 As They Have Never Been Worn, As Unfortunately They Are Too Small For Me. Welcome To Offers, Contact Me For Further Information."
Reese Cooper,Reese Cooper Organic Dye Cargo Pants,2,Gently Used,Green,30,$228 ,10,TRUE,"Reese Cooper Organic Dye Cargo Pants
Green Size 30
7/10 Worn a bit, some slight fading
also i cut off the keychain piece
length has been hemmed as well
refer to measurements
only shipping within the US"
Reese Cooper,Reese Cooper Organic Dye Cargos Brown,19,Gently Used,Brown,30,$210 ,16,TRUE,"Reese Cooper Organic Dye Cargos
Brown Size 30
Used a bit, starting to fade
these have been hemmed
refer to measurements
i also cut off the signature rc keychain thing, sorry :(
other than that no major flaws
only shipping within the US"
Reese Cooper,Reese Cooper Cargo Pants,0,Gently Used,Black,34,$237 ,5,TRUE,"Amazing pants
So many pockets and Velcro straps on the ankle as well"
Reese Cooper,How A Letter Travels - Linen Cargo Trouser (Watercolor Camo),12,Gently Used,Water colour camo,34,$100 ,6,TRUE,"Condition: 9/10
Size: 34
Excellent condition, worn few times. No blemishes, marks, stains, rips, holes, etc.
Reese Cooper SS20 “How A Letter Travels” Collection. Features a key hook on the waistline and cargo flap pocket on the thigh. True to size."
Reese Cooper,Reese Cooper Pants Against The Wind Collection,29,Gently Used,Blue,30,$100 ,5,TRUE,"Work only a handful of times, great condition.
The lighting in my room makes them look darker than they are, but the editorial photo is exactly what they look like, in terms of color and fit"
Reese Cooper,Reese Cooper Patchwork Jeans,17,Gently Used,Denim,28,$120 ,9,TRUE,"I can count on my fingers how many times I've worn this. I want to say around 8 times lightly total.
From Spring Summer 2021, ""River Runs Through.""
Very nicely washed, cool pair of quality, slim straight jeans- details are crazy on these.
Fits kinda like a pair of Levi's 501. Inseam is on the longer side, roughly 32. Rise is standard.
Offer up!"
Reese Cooper,Reese Cooper Herringbone Cotton Cargo Sage Brand New Sz 36,0,New,Sage,36,$215 ,11,TRUE,"•Brand New With Tags
•Size 36, spacious fit. Please refer to size chart for measurements.
•Color: Sage
•Feel free to contact me with any questions, or need any other photos
•US Shipping Only
--------
Please ask all your questions before sending offers.
No returns, exchanges, or refunds. Please make sure to throughly look at images and contact me for more information before making a purchase."
Levi's × Reese Cooper,*LAST DROP* Reese Cooper Levi Embroidered Jeans Sold Out,41,Gently Used,Green,32,$135 ,8,FALSE,"100% Authentic
Size 32x34
Worn once
Sold out
Rare
Ready to ship"
Levi's × Reese Cooper,Reese Cooper X Levi’s Denim,31,Gently Used,Blue,36,$185 ,5,FALSE,"Reese Cooper X Levi’s Denim
Size: 36
Condition: Gently Used
** MEMBER SINCE 2015
*** GRAILED TRUSTED SELLER
**** OVER 180 FIVE <U+2B50><U+FE0F> REVIEWS
***** 260+ POSITIVE TRANSACTIONS
****** NO RETURNS / NO EXCEPTIONS"
Reese Cooper,Reese Cooper Organic Dye Cargo Pants Trousers Green Olive 30,73,New,Green,30,$285 ,7,TRUE,"Brand new with tags attached. Insane quality and details. Dry clean only.
Model wears size 30
Model measures: Height 183cm, Chest 36”/91cm, Waist 28”/70cm, Hip 36”/91cm"
Reese Cooper,Reese Cooper Waxed Cotton Pants,7,New,Khaki,30,$127 ,5,TRUE,"Brand New
Size 32, but has a very slim waist. Fits more like a size 30.
Message me for any questions."
Reese Cooper,Fever Dream Black Paint Splatter Jeans $398 Retail,3,Gently Used,Black,30,$170 ,7,FALSE,"Worn 2X
2 Day Priority Shipping"
Reese Cooper,Reese Cooper Pants,7,Gently Used,Gray/olive,30,$127 ,4,FALSE,"- perfect stacking
- comes with attachment ( adds for great silhouette
- fits amazing wit most shoes
- color is shown in 3rd pic"
Reese Cooper,Reese Cooper Organic Dye Cargo Trouser,41,New,Green,32,$265 ,3,TRUE,"BNWT
Retail $398
CONUS shipping only
No refunds or returns"
Levi's × Reese Cooper,Reese Cooper x Levi’s Canvas Straight Fit Jeans,2,New,Cream,32,$115 ,7,TRUE,"Worn only once, basically brand new
32x34"
Reese Cooper,Hitchhiker Denim,3,Gently Used,Blue,32,$212 ,4,TRUE,"Item: Reece Cooper Hitchhiker denim
Condition: Good used condition - see photos.
Sizing: Measurement 32 (not tagged)
—-
All sales are final, not exchanges or refunds
No flakes/time wasting - If you offer, be PayPal ready
or get blocked."
Reese Cooper,Reese Cooper Corduroy Cargo Trouser Baby Blue PF20,9,Gently Used,Blue,32,$150 ,2,TRUE,"In amazing condition, no major flaws
Message me if you have questions"
Reese Cooper,Reese Cooper Denim,34,Gently Used,Denim,30,$77 ,3,TRUE,"size 30
worn handful of times
no flaws
Hence using original hem"
Reese Cooper,Stamp Print Cotton Canvas Cargo Pants 34,10,New,Forest green,34,$110 ,3,FALSE,"Stamp Print Cotton Canvas Cargo Pants
Forest Green
Size 34
Never Worn"
Reese Cooper,Reese Cooper Lightweight Cotton Cargo Pants,5,Gently Used,Brown,36,$105 ,7,TRUE,"Worn twice, and wash delicately twice, these pants are still in great condition. No tears, rips, damage, stains or smells.
The Reese Cooper Lightweight Cotton Cargo Pants are a size 36 in Men's and the color is brown.
The material is cotton but feels a bit more like linen which is why it seems a bit wrinkly.
No Refunds Please Be Careful & Look Through All Photos Along With The Description When Purchasing.
Will Ship Through UPS For A Fast & Timely Manner
No International"
Reese Cooper,Snap Leg Cargo Quilted Cargo,84,New,Black,32,$184 ,5,FALSE,"insulated cargo trouser filled primaloft
snap and zipper opening.
cargo pocket.
retail: $576"
Reese Cooper,Reese Cooper Work Pants Wide Leg,78,Gently Used,Tan,32,$70 ,4,TRUE,"Reese Cooper pants that are similar to the OG 107 cut.
Nice details and quality made.
Only use 3 times. Not really my style."
Designer × Reese Cooper × Streetwear,REESE COOPER PYROPHYTE COLLECTION KHAKI CARGO PANTS!,14,Gently Used,Khaki,32,$120 ,9,TRUE,"AMAZING RARE STREETWEAR DESIGNER REESE COOPER 2021 PYROPHITE COLLECTION ALL OVER PRINT KHAKI CARGO PANTS SIZE 32”x 30”. So much nice detail like the Velcro down at the ankle hems and all over print paint patches. Great quality zero flaws. Looks like these were retailing for $400+.
#reesecooper #designer #cargo #streetwear #alloverprint
<U+0001FAC0><U+0001FAC0><U+0001FAC0>free shipping with bundles
<U+2728><U+2728><U+2728>message me on ig @buttons_vintage for questions and additional pics
<U+0001F31E><U+0001F31E><U+0001F31E>always open to offers and almost always will work with you on deals
<U+0001F308><U+0001F308><U+0001F308>Message for additional measurements
<U+0001F48A><U+0001F48A><U+0001F48A>Will accept returns within reason
<U+0001F940><U+0001F940><U+0001F940>What I lack in presentation in terms of packaging itself I try to make up for with fast shipping and good prices
<U+0001F441><U+0001F441><U+0001F441>Please follow, new product almost every day
<U+0001F30E><U+0001F30E><U+0001F30E>International shipping starts at $15 for Canada and $25 for everywhere else, price goes up with weight
<U+0001F9A0><U+0001F9A0><U+0001F9A0>No Trades Plz"
Reese Cooper,Reese Cooper Patched Nylon Cargo,19,Gently Used,Black,32,$200 ,5,TRUE,"Tagged 32 and fit tts
Refer to measurements
Message me if you have any questions"
Reese Cooper,Reese Cooper SS21 Organic Dye Cargo Pants,51,Gently Used,Olive,33,$140 ,7,TRUE,"Tagged 32 but fits more like 33.
Hemmed to 27in inseam.
Dry cleaned after taking photos"
Reese Cooper,Reese Cooper Lightweight Cotton Cargo Pants,2,Gently Used,Green,36,$80 ,11,TRUE,"Worn twice, and wash delicately twice, these pants are still in great condition. No tears, rips, damage, stains or smells.
The Reese Cooper Lightweight Cotton Cargo Pants are a size 36 in Men's and the color is a cargo/Forrest green.
Pants are all cotton but feel a bit like linen which why it seems wrinkly
No Refunds Please Be Careful & Look Through All Photos Along With The Description When Purchasing.
Will Ship Through UPS For A Fast & Timely Manner
No International Shipping, US Only"
Reese Cooper,Reese Cooper Ripstop Cargo Shorts River Rock Camo,1,Gently Used,Blue,36,$60 ,5,TRUE,"Reese Cooper Ripstop Cargo Shorts, the color would be the river rock Camo
Size is a XXL which would be about a 36.
Worn only a handful of times close to about 3-4 times, and cleaned/washed about the same time, still in excellent condition.
No tears, rips, damages.
Will Ship Through UPS For A Fast & Timely Manner.
No Refunds, Please Be Careful & Look Through All Photos, Along With The Description When Purchasing.
No International Shipping, US Only."
Reese Cooper,REESE COOPER KHAKI WORK CARGO PANTS,6,Gently Used,Tan,32,$150 ,15,TRUE,"AW18 REESE COOPER KHAKI WORK CARGO PANTS
Worn maybe 2/3 times, not my size.
Few very small white paint splatters pointed out in pictures!
Since buying from another buying a small tear on the right leg and back pocket button bas fallen off, compare all photos please
The quality on these are INSANE!
So many fine details!
Please feel free to reach out with any questions!"
Reese Cooper,Reese Cooper Lightweight Cotton Cargo Pants in Brown.,19,Gently Used,Brown,32,$180 ,11,TRUE,"Reese Cooper Lightweight Cotton Cargo Pants in Brown.
Size 32 fits M/L eazy for me too big, wear 30-31 denim size
Worn 4 times like new!"
Reese Cooper,cotton cargo shorts,18,New,Brown,30,$100 ,4,TRUE,new
Reese Cooper,SS21 Brush Camo River Run short,14,New,Green,34,$181 ,8,TRUE,"REECE COOPER
SS21 “River Runs Through” short
Brush Camo NWT
Two side pockets
Two front cargo pockets
Two back cargo pockets
Elastic drawstring waist band
Made in USA
Size XL"
Reese Cooper,$348 Reese Cooper RCI Embroidered Sweatpants Slate - Size S,5,Used,Blue slate,29,$160 ,11,FALSE,"100% Authentic
Condition: Used
Size: Small
Item Description: Made from a heavyweight french terry and constructed with front panelling. Finished with the RCI hook on the waistband, elongated drawstrings, and a subtle cargo pocket on the right leg, these trousers are perfect for everyday wear.
The color on these is amazing. Wore them a lot but no major signs of wear. Please judge condition from photos above all else.
Shipping: No returns. All sales final. Located in Philadelphia.
Let me know if you have any questions and have a great day!"
Levi's × Reese Cooper,Reese Cooper Levi Straight Fit Denim Blue Pants Sold Out,37,Gently Used,Blue,32,$165 ,7,FALSE,"100% Authentic
Size 32x34
Worn once
Sold out
Rare
Ready to ship"
Reese Cooper,Reese Cooper Pintuck Trousers Size 34,9,Gently Used,Black,34,$130 ,12,TRUE,"Size:34x34
Retail: $400
Condition: Worn once for an hour. Reese cooper tags still attached
100% authentic
Fast shipper
Dm with any questions"
Reese Cooper,Reese Cooper Green Cargo Pants,16,Gently Used,Green,32,$140 ,4,TRUE,"Reese Cooper Green Cargo Pants
Size 32
Great Condition"
Reese Cooper,Reese Cooper Sage Patch Pocket Sweatpants,31,New,Sage,34,$165 ,6,FALSE,"Brand new
Size tagged XL
Fits 33-35
Inseam around 33
Only BINDING offers will be replied
Ship within two business days after payment received"
Reese Cooper,Reese Cooper Ripstop Cargo Short Grey Trail Map Camo Medium,2,New,Grey,30,$155 ,7,FALSE,"Reese Cooper Ripstop Cargo Short Grey Trail Map Camo
Size Medium
Brand New"
Reese Cooper,AW20 If a Tree Falls Washed Denim Jeans (Straight Leg),23,New,Blue,32,$150 ,3,FALSE,"Brand New with Tags
Hook Detail
Looser Fit in Waist and Legs
Wiser Wash Process"
Reese Cooper,AW21 Pyrophyte Washed Denim Jeans (Straight Leg),34,New,Blue,32,$150 ,7,FALSE,"Retail: $450
Fits slightly loose
Wiser Wash Process"
Reese Cooper,Reese Cooper Organic Dye Cargo Pants Olive,112,New,Olive,32,$150 ,8,TRUE,"* Condition: Brand New
* Size: 32

* Retail is $400
* Shipping: Monday & Thursday Every Week
* Ask Me Any Questions!
* No Trades
* PLEASE NOTE I MEASURE ALL MY PRODUCT UNLESS THE MANUFACTURER OR STORE PROVIDES THE MEASUREMENTS. I ALSO TRY MY BEST TO DO MY RESEARCH ON HOW A PRODUCT FITS. PLEASE DO YOUR RESEARCH AS WELL TO GUARANTEE THE BEST THE FIT POSSIBLE.
* ALL SALES FINAL"
Reese Cooper,Reese Cooper RCI Embroidered Sweatpants Lavender,36,New,Purple,30,$150 ,9,TRUE,"Condition: Brand New
Size: Small
Shipping: Ships within 2 business days
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper"
Reese Cooper,Reese Cooper Black Cargo Pants,11,Gently Used,Black,32,$167 ,4,TRUE,"Reese Cooper Black Cargo Pants
Size 32
Great Condition"
Reese Cooper,Reese cooper organic dye cargo pant in grey,38,New,Grey,34,$150 ,4,TRUE,"Brand new with tags
Size 34
No refunds"
Reese Cooper,Reese Cooper - Cargo Pants - SS21 - “River Runs Through”,16,Gently Used,Green,32,$147 ,9,TRUE,"Reese Cooper - Cargo Pants - SS21 - “River Runs Through”
Size 32"
Billy LA × John Elliott × Reese Cooper,NWT $295 - Distressed Cotton-Canvas Cargo Shorts - Camel,0,New,Camel,30,$100 ,17,TRUE,"New with tags from BILLY's SS19 collection. Made in Los Angeles, USA.
Retail: $295
https://clothbase.com/items/732cac94_billy-distressed-cotton-canvas-cargo-shorts-camel_billy
""Influenced by traditional workwear. Reinforced for durability, these cargo shorts are made from hard-wearing cotton-canvas and left with raw edges for a distressed look""
Very high quality shorts with raw hem, reinforced several places with triple stitching. Very nice and soft pocket lining. Sturdy BILLY branded hardware.
BILLY LA was super popular during 2018-2020, seen on Wiz Khalifa, Post Malone and more. Very high quality products, focused on American workwear aesthetic, all produced in Los Angeles, USA The brand have unfortunately since then closed its doors. So here is your chance to get a rare pair new with tags!"
Reese Cooper × Streetwear,Paneled Nylon Sport Trousers,34,New,Khaki,30,$100 ,8,TRUE,"Brand new. Retailed for $578
Nylon sport trouser is lightweight and comfortable with an adjustable webbing belt on the waist.
Nice details such as the RCI embroidery and multiple pockets and tactical hook on waist."
Reese Cooper,Reese Cooper - Light Grey/Green Cargo Pant sz 36,1,Used,Gray/green,36,$40 ,8,FALSE,"Reese Cooper - Light Green Cargo Pant sz 36
Good used condition"
Reese Cooper,Reese Cooper Green Cotton Cargo Pants,2,Gently Used,Green,30,$210 ,15,TRUE,"Reese Cooper Fall/Winter 2021 Collection Green Herringbone Cotton Cargo Pants
Condition: Almost brand new, slight imperfections only noticeable when close up
Retail originally $550 USD
Worn ~4-5 times total
Accepting Offers
Internal tag measurement says 30in but inseams measures as 32in
No Returns"
Reese Cooper,Corduroy Cargo Trouser Baby Blue PF20 <U+0001F352><U+0001F33B>,192,New,Baby blue,30,$250 ,25,TRUE,"GREYHOUND Collection PF20, Extremely rare. Reese Cooper® Corduroy Cargo Trouser Baby Blue PF20
CONDITION: 10/10
Brand New, pet & smoke free storage, 100% rating since original tags, 1st Owner.
Retail $707.36 + $30 (shipping) = $737.36
Front-piping detail with pockets section extending into the belt loops.
TEXT on REESE COOPER SLEEVE LABEL
""HOOKED ON THE HIGHWAY. DREAMING OF
A PLACE WITHOUT KNOWING ITS NAME.
BATHED IN SUNLIGHT, DECORATED WITH
LONESOME GAS STATIONS - STEAMING
ROADS THAT CUT THROUGH THE WINDING
PEAKS AND THICK FORESTS - SLICING
THROUGH THE BROWN, DUSTY CARPET
THAT STRETCHES OUT TOWARDS THE
OCEAN.
MOUNTAINS CASTING SHADOWS ACROSS
LAKES, MOONLIGHT ILLUMINATING THE
DESERT - LOST PEOPLE SEARCHING FOR
THEIR PLACE UNDER A FAMILIAR SKY.
THIS IS A STORY FUELED BY ESCAPISM
AND EXPLORATION. CLOTHING, OBJECTS
AND VISUALS INSPIRED BY WHAT YOU
NEED, WHAT YOU CHERISH AND WHAT YOU
ACQUIRE ON THE JOURNEY""
Reese Cooper Release Listing
reese-cooper.com/blogs/lookbook/greyhound-capsule-collection-for-harrods
+ Released November 31, 2020 (PF20)
+ Baby Blue (color)
+ Reese Cooper® Signature Utility Ring
+ Reese Cooper® embossed buttons
+ 2 Front cargo button pockets
+ 2 Front side entry
+ 2 Back button pockets
+ Front belt loop detail
+ Stitched Front Piping
+ Soft brushed Corduroy
+ Belt loops
+ 100% Cotton (Self)
+ 97% Cotton (Lining)
+ 3% Polyester (Lining)
+ Raccagni Zipper (Made in Italy)
+ Made in USA
Sizing Info
30 (waist fits TTS, length is long/relaxed)
<U+2730> Bundle Deals (2+ pieces), Offers, & Questions Welcome! <U+2730>"
Reese Cooper,Cotton Side Pocket Trouser,7,New,White,26,$150 ,6,TRUE,"Brand new, Size 26 Retailing at $500. Get ‘em for your gf. Cotton Side Pocket Trousers are made from soft but durable brushed cotton canvas. Featuring an external side pocket with zipper closure and cargo pockets near the ankles. Dyed using organic compounds rather than harsh chemicals."
Reese Cooper,Outdoor Supply Waxed Cotton Pant in Khaki,6,New,Khaki,34,$142 ,6,TRUE,"Light pant perfect for the summer. Retail was $428.
Only tried on once. The pant runs small. Fits a size 32 better. I fit 33/34 and this didn't fit well (too much junk in trunk) <U+0001F614>"
Reese Cooper,Reese Cooper Organic Dye Trouser Sage Green,17,Gently Used,Green,29,$150 ,10,TRUE,Shop with confidence no returns or cancellations thanks! Look at all pics before buying! Pants have some white “whiskers” or marks.
Reese Cooper,Reese Cooper SS22 “Outdoor Supply” Pants,6,New,Green,34,$133 ,4,TRUE,"Reese Cooper SS22 “Outdoor Supply” Pants
- Tagged 34
- Never worn, but tried on
- $150
Measurements (inches)
Waist - 33.5”
Rise - 10”
Thigh - 13”
Inseam - 32.25”
Leg Opening - 12.75”"
Reese Cooper,Garment Dyed Trousers,58,New,Black,30,$194 ,3,FALSE,"$194 is the final drop.
-Reese Cooper Garment Dyed Trouser in Black. Retail: $415. Size 30, fits slightly large can fit a 31inch to 32 inch waist, will come with all original tags.
-Very versatile pants that can be worn during any season. As with Reese Cooper pieces, this item is made from the highest quality fabrics and is proudly made in the USA
-shipping, immediately after purchase with USPS Priority mail (1-3 business days). Shipping within the USA only.
-5/5 feedback with over 70 sales, so purchase with confidence!
-No refunds or returns."
Reese Cooper,Organic Dye Cargo Trouser in Sage,6,Gently Used,Sage,32,$178 ,5,TRUE,"love this reese cooper piece. material on these is great and it’s In very good condition. Worn less than 8 times
They don’t make these in sage anymore !!
Size 32"
Reese Cooper,Reese Cooper “River Runs Through” SS22 Cargo Shorts,7,New,Black,30,$157 ,8,TRUE,"a pair of Reese Cooper Cargo Shorts from SS22 collection!
Beautiful quality and design within the garment, made in the USA. topped with a metal hook at the belt loop.
size 30, fits true to size. please check measurements to ensure proper fit
(i had problems with thigh area)
10/10 condition, these are brand new from the Reese Cooper website. Amazing piece but unfortunately does not fit me :(
all products ordered will be in the exact condition shown in pictures.
message me for any questions!"
Reese Cooper,AW18 Lone Pine Coordinate Denim Jeans,39,Gently Used,Denim,32,$130 ,5,TRUE,"Released the hems
No flaws
People love to ask about the coordinates and the paint
Feel free to offer"
Reese Cooper,Reese Cooper Fever Dream paint splatter carpenter pants,8,Gently Used,Black,33,$105 ,9,FALSE,"Reese Cooper Washed Black Denim Paint Splatter Carpenter pants from Fever Dream collection
Size tag says 32 but fits like 33 waist. Barely worn"
Reese Cooper,"Reese Cooper ""How A Letter Travels"" Denim",17,Gently Used,Blue,31,$140 ,4,TRUE,"Size: 31x32
Leg Opening: 9 inch
Taken to tailor to make waist a 31
Originally was 34 waist
Dm For Any Questions"
Reese Cooper,COORDINATE JEANS,19,Gently Used,Blue,34,$125 ,5,TRUE,"Worn once for a very short period of time, basically brand new. way too big on me
Awesome quality, awesome details"
Reese Cooper,Nylon Cargo Short,9,Used,Green,30,$67 ,3,TRUE,"Purchased directly from Reese Cooper
Retailed around $300
Lightweight Cordura nylon cargo short
Great summer short
I am doing a closet clearout, so I am doing package deals!
Open to offers
You are buying the item as is so please look at the pics carefully and ask any questions beforehand. Once the item is shipped it is no longer my responsibility(fees, duties, taxes), no returns or refunds."
Reese Cooper,Nylon cargos,24,Gently Used,Black,30,$134 ,4,TRUE,Pre-distressed “vintage” treatment on excellent shape slim-straight cargos
Reese Cooper,Reese Cooper Pintuck Trousers,1,New,Beige,34,$120 ,19,TRUE,"Size:34x34
Retail: $400
Condition: New with tags
100% authentic
Fast shipper
Dm with any questions"
Reese Cooper,RCI Hitchhiking cargo pants,47,Used,Tan mix,32,$86 ,6,TRUE,"Reese Cooper cargo pants from the Hitchhiking collection. These have been bleached and sun faded ,creating unique, light tan patterns"
Reese Cooper,Herringbone cotton cargos,5,New,Brown,30,$136 ,6,TRUE,Reese-Cooper Herringbone cotton cargo ( 30x30 )
Reese Cooper,Paneled Nylon Sport Trousers,1,New,Khaki,32,$255 ,14,TRUE,"Brand new. Retailed for around $600. Straight-leg paneled nylon and cotton-blend taffeta trousers colorblocked in beige and green.
Ships same day or next day."
Reese Cooper,Reese Cooper brushed cotton canvas cargo pants,13,New,Green,32,$275 ,5,TRUE,"Cargos in brushed cotton canvas. RCI hook detail on waistband. Welt hand pockets with flap and snap closure on front. Large cargo pockets with flap and snap closure on sides. Welt pockets with flaps on back. Adjustable cotton webbing tie straps on legs. Triple needle stitching throughout. Button closure. Zipper fly. Raccagni zippers. Adjustable cotton straps in cuffs
Made in Los Angeles
Retail Around 390 usd"
Reese Cooper,Reese Cooper Pintuck Trousers | Mirage Collection,34,Used,Grey,34,$170 ,4,TRUE,"Item Description:
- Beautiful pair of trousers in a dark grey finish
- Paneled seams on back and front
- Comes with an attached key ring, metal button fly"
Reese Cooper,Reese Cooper Pintuck Trousers,14,New,Beige,36,$165 ,14,TRUE,"Size:36x34
Retail: $400
Condition: New with tags
100% authentic
Fast shipper
Dm with any questions"
Reese Cooper,Cargo Short,7,New,Black,30,$170 ,4,FALSE,"-Reese Cooper Cargo Shorts in Black. Size 30.
-Great Quality shorts as with all Reese Cooper pieces. This item is brand new and never worn.
-FAST shipping immediately after purchase with USPS MAIL & Tracking. *Shipping within the USA only*
-5/5 feedback with over 80 sales, so purchase with confidence!
-No refunds or returns."
Reese Cooper,RCI Raw Denim Jeans,36,New,Indigo,30,$135 ,6,TRUE,"From Reese Cooper’s Spring/Summer 21 collection, denim is durable and will age with you. These are low rise and the darting gives it a better shape for stacking, definitely only buy if your legs are on the skinnier side."
Reese Cooper,Reese Cooper Coordinate lone Pine Jeans LAST DEOP DELETING<U+203C><U+FE0F>,4,New,Denim jeans,34,$127 ,15,TRUE,"Reese cooper Co-ordinate Lone Pine Denim Jeans
New never Worn
Sz 34
No lowballs or returns or trades or refunds
250$ obo"
Reese Cooper,Reese Cooper Snap Leg Cargo Quilted Trousers,10,New,Black,32,$245 ,5,TRUE,"- Brand new, purchased from Notre (too long for me)
- Retails for $578
- Tags still on"
Reese Cooper,NTW Panelled Nylon Sport Trouser Reece Cooper,22,New,Green,34,$120 ,5,TRUE,"- BNWT
- will ship same day"
Reese Cooper,RCI Forest Sweatpants (size M),17,New,Forest green,30,$190 ,4,FALSE,Retail: $368
Reese Cooper,Reese Cooper Sweatpants,4,Used,Black,34,$90 ,7,TRUE,"Black Reese Cooper Sweatpants from their SS2021 “River Runs Through” collection. Wash Black/Vintage Black color way. Cargo pocket at the bottom right leg. The iron buckle detail in good shape. Overall has quite a lot of life left in it(washed and worn less than five times) size L, slightly baggy, good for a 34 waist."
Reese Cooper,Reese cooper double knee,23,Gently Used,Brown,36,$209 ,4,TRUE,"Worn twice very briefly, ships out next day"
Reese Cooper,Reese Cooper Cargo Pants,14,Used,Green,30,$160 ,5,TRUE,"Reese Cooper Olive Green Cargo Pants
Size 30
Good Condition"
