Brand_Name,Item_Name,Number_Likes,Condition,Color,Size,Price,Img_Length,Measurements,Description
Reese Cooper,<U+0001F525>60% OFF<U+0001F525> [SALE] Reese Cooper Sherpa Fleece Khaki Jacket,11,Condition New,Color Khaki,Size Men's / US S / EU 44-46 / 1,$169 ,16,TRUE,"<U+30FD>`<U+3001><U+30FD>``<U+3001><U+30FD>`<U+30FD>`<U+3001><U+3001><U+30FD> `<U+30FD> <U+3001><U+3001><U+3001><U+30FD> `
<U+30FD>`<U+30FD>`<U+30FD><U+30FD>`<U+3001><U+30FD>`<U+0001F319>`<U+3001><U+30FD>```<U+30FD>`<U+3001><U+30FD><U+3001>
<U+3001><U+30FD> <U+3001>``<U+3001> `<U+3001>` <U+3001>` <U+30FD>`<U+30FD><U+3001><U+30FD> ` <U+3001>`<U+30FD>
`<U+3001><U+30FD>``<U+3001><U+30FD>DARKLY STORE<U+3001>`<U+3001><U+30FD>``<U+3001><U+3001>
<U+3001><U+30FD><U+30FD>`<U+3001>`<U+3001><U+3001><U+30FD><U+30FD><U+3001>``<U+3001> <U+3001> <U+30FD><U+3001><U+3001>``<U+3001>
<U+30FD>``<U+3001><U+30FD>`<U+30FD>`<U+3001><U+3001><U+30FD> `<U+3001> <U+3001><U+30FD>`<U+3001><U+30FD> `<U+3001> <U+3001>
`<U+30FD><U+3001>``<U+30FD>`<U+3001><U+3001><U+30FD><U+0001F6B6><U+0001F3FB><U+200D><U+2642><U+FE0F><U+3001><U+30FD><U+30FD>`<U+30FD><U+3001><U+3001><U+3001><U+30FD><U+3001><U+3001>
_____________________________________________
<U+2757><U+FE0F>CHECK MEASUREMENTS AND ALL PHOTOS BEFORE MAKING PURCHASE.
<U+2757><U+FE0F>NO RETURNS, EXCHANGES OR REFUNDS.
<U+2757><U+FE0F>A BUYER ARE RESPONSIBLE FOR READING FULL ITEM LISTING BEFORE MAKING THE PURCHASE.
<U+2757><U+FE0F>PURCHASING THIS ITEM A BUYER AGREE WITH RULES, LOOKED THROUGH ALL PHOTOS, KNOW ALL MEASUREMENTS AND DON’T HAVE ANY COMPLAINTS REGARDING SIZING.
_____________________________________________
<U+0001F53D>PRICE<U+0001F53D>
<U+25FE>60% OFF<U+25FE>
<U+0001F525>$550 is Retail Price<U+0001F525>
<U+0001F525>$225 is Price of Our Shop<U+0001F525>
Your Extra Benefit:
-You can request 1 day shipping for $25
<U+25FE>LAST ONE ITEM<U+25FE>
<U+0001F525>Don't miss an opportunity to buy it NOW. Or someone else will buy it<U+0001F525>
<U+0001F53D>DESCRIPTION<U+0001F53D>
New with Tags
100% authentic and genuine.
Size Small
Made in USA
<U+0001F53D>MEASURMENTS<U+0001F53D>
For better understanding measurements, measure your basic similar item by the same way we measured (pics of measurements are in the listing) and compare measurements with our.
<U+0001F53D>SHIPPING <U+0001F53D>
<U+25FE>UPON REQUEST AND ADDITIONAL<U+25FE>
$25 - 1 day delivery via DHL/FedEx - only US
Text me that you want 1 day delivery and i’ll offer you total price.
<U+0001F53D>NOTES <U+0001F53D>
<U+25AA><U+FE0F>All items will be marked as a «Gift». I will indicate a lower item value on the custom form.
<U+25AA><U+FE0F>There may be any delays in delivery.
<U+25AA><U+FE0F>Ask any questions BEFORE sending offers.
<U+25AA><U+FE0F>No returns, exchanges or refunds. Check the measurements, ask questions beforehand;
<U+25AA><U+FE0F>All the measurements are approximate (+/- 2 inch)
<U+0001F525><U+0001F525><U+0001F525>Trusted shop! Buy with confidence."
Reese Cooper,Blue Canvas Work Jacket,29,Condition Used,Color Blue,Size Men's / US L / EU 52-54 / 3,$215 ,5,TRUE,"Item: Reese Cooper Brushed Cotton Canvas Work Jacket in Blue Duck w/ Brown Corduroy Collar
Size: Large
Condition: 9/10, No real signs of wear, kept in very nice condition
Authenticity: 100% Authentic
Will ship 1-2 Business days after the payment clears on PayPal.
All sales are final.
Any SERIOUS questions, feel free to ask."
Levi's × Reese Cooper,Reese Cooper X Levi Trucker II Jacket,10,Condition New,Color Whie,Size Men's / US XL / EU 56 / 4,$130 ,0,TRUE,Brand new
Levi's × Reese Cooper,Reese Cooper Levi's Duck Canvas Type II Trucker Jacket,17,Condition New,Color White,Size Men's / US XL / EU 56 / 4,$240 ,8,TRUE,"Condition: Brand New
Size: XL
Shipping: Ships within 2 business days
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper x Levi's"
Reese Cooper,Highway Mirage Work Jacket,107,Condition Gently Used,Color Olive,Size Men's / US L / EU 52-54 / 3,$380 ,5,TRUE,"Retailed at 500+
Tagged XL but fits a L
Cropped fit
Originally made for Cudi
9/10 condition"
Reese Cooper,Reese Cooper “ Call Of The Wild “ Varsity,61,Condition Gently Used,Color Beige,Size Men's / US L / EU 52-54 / 3,$500 ,11,TRUE,"Retail 1798
Like new
Steal"
Reese Cooper,Reese Cooper Denim Jacket,27,Condition Used,Color Blue,Size Men's / US M / EU 48-50 / 2,$159 ,4,TRUE,"Size Medium.
Fits tts, cropped.
Beautiful piece.
Pit to Pit: 21 inch
Length: 25 inch
Shoulder length: 26"
Reese Cooper,Reese Cooper Jacket,24,Condition New,Color Olive green,Size Men's / US L / EU 52-54 / 3,$235 ,7,TRUE,"• Reese Cooper Military Jacket
• Hitchhiking Collection (1st Collection Ever)
• Extremely Rare <U+0001F4AB>
• Nice hardware"
Reese Cooper,Reese Cooper Sample Anorak,18,Condition New,Color Green,Size Men's / US M / EU 48-50 / 2,$140 ,6,TRUE,"Reese Cooper How A Letter Travels
Anorak sample
Details: Inspired from ww1 naval anoraks
Front pouch pockets with hidden side pockets, signature patch in sleeve.
Colour: Dark green
Size: M
Condition: 10/10 only tried on
2020 spring summer
Open to offers"
Levi's Made & Crafted × Reese Cooper,Reese Cooper Levi’s Type II Jacket,39,Condition New,Color Green,Size Men's / US L / EU 52-54 / 3,$245 ,2,TRUE,"Brand new without tags
Fits boxy but tts
Message me if you have any questions"
Reese Cooper,Camouflage Quilted Parka Liner,56,Condition New,Color Green,Size Men's / US M / EU 48-50 / 2,$110 ,9,TRUE,"Up for sale is a size Medium Reese Cooper “Camouflage Quilted Parka Liner” in the “Camo Green / Orange” colorway.This product is brand new, deadstock, and comes with its original box.
Size: US Medium
Style Code: Unavailable
Production Date: AW20
Condition: Brand New in Package
MSRP: $745.00 USD
Ships via UPS Ground Mail.
All items in my store are 100% authentic and purchased directly from the manufacturer. Please note production date of product and its condition, wear at your own discretion.
Item will be shipped immediately upon receiving payment. For all questions or concerns, please do not hesitate to reach out to me! Thank you for viewing."
Reese Cooper,<U+0001F525>60% OFF<U+0001F525> [SALE] Reese Cooper Sherpa Fleece Khaki Jacket,12,Condition New,Color Khaki,Size Men's / US L / EU 52-54 / 3,$184 ,14,TRUE,"<U+30FD>`<U+3001><U+30FD>``<U+3001><U+30FD>`<U+30FD>`<U+3001><U+3001><U+30FD> `<U+30FD> <U+3001><U+3001><U+3001><U+30FD> `
<U+30FD>`<U+30FD>`<U+30FD><U+30FD>`<U+3001><U+30FD>`<U+0001F319>`<U+3001><U+30FD>```<U+30FD>`<U+3001><U+30FD><U+3001>
<U+3001><U+30FD> <U+3001>``<U+3001> `<U+3001>` <U+3001>` <U+30FD>`<U+30FD><U+3001><U+30FD> ` <U+3001>`<U+30FD>
`<U+3001><U+30FD>``<U+3001><U+30FD>DARKLY STORE<U+3001>`<U+3001><U+30FD>``<U+3001><U+3001>
<U+3001><U+30FD><U+30FD>`<U+3001>`<U+3001><U+3001><U+30FD><U+30FD><U+3001>``<U+3001> <U+3001> <U+30FD><U+3001><U+3001>``<U+3001>
<U+30FD>``<U+3001><U+30FD>`<U+30FD>`<U+3001><U+3001><U+30FD> `<U+3001> <U+3001><U+30FD>`<U+3001><U+30FD> `<U+3001> <U+3001>
`<U+30FD><U+3001>``<U+30FD>`<U+3001><U+3001><U+30FD><U+0001F6B6><U+0001F3FB><U+200D><U+2642><U+FE0F><U+3001><U+30FD><U+30FD>`<U+30FD><U+3001><U+3001><U+3001><U+30FD><U+3001><U+3001>
_____________________________________________
<U+2757><U+FE0F>CHECK MEASUREMENTS AND ALL PHOTOS BEFORE MAKING PURCHASE.
<U+2757><U+FE0F>NO RETURNS, EXCHANGES OR REFUNDS.
<U+2757><U+FE0F>A BUYER ARE RESPONSIBLE FOR READING FULL ITEM LISTING BEFORE MAKING THE PURCHASE.
<U+2757><U+FE0F>PURCHASING THIS ITEM A BUYER AGREE WITH RULES, LOOKED THROUGH ALL PHOTOS, KNOW ALL MEASUREMENTS AND DON’T HAVE ANY COMPLAINTS REGARDING SIZING.
_____________________________________________
<U+0001F53D>PRICE<U+0001F53D>
<U+25FE>60% OFF<U+25FE>
<U+0001F525>$550 is Retail Price<U+0001F525>
<U+0001F525>$225 is Price of Our Shop<U+0001F525>
Your Extra Benefit:
-You can request 1 day shipping for $25
<U+25FE>LAST ONE ITEM<U+25FE>
<U+0001F525>Don't miss an opportunity to buy it NOW. Or someone else will buy it<U+0001F525>
<U+0001F53D>DESCRIPTION<U+0001F53D>
New with Tags
100% authentic and genuine.
Size Large
Made in USA
<U+0001F53D>MEASURMENTS<U+0001F53D>
For better understanding measurements, measure your basic similar item by the same way we measured (pics of measurements are in the listing) and compare measurements with our.
<U+0001F53D>SHIPPING <U+0001F53D>
<U+25FE>UPON REQUEST AND ADDITIONAL<U+25FE>
$25 - 1 day delivery via DHL/FedEx - only US
Text me that you want 1 day delivery and i’ll offer you total price.
<U+0001F53D>NOTES <U+0001F53D>
<U+25AA><U+FE0F>All items will be marked as a «Gift». I will indicate a lower item value on the custom form.
<U+25AA><U+FE0F>There may be any delays in delivery.
<U+25AA><U+FE0F>Ask any questions BEFORE sending offers.
<U+25AA><U+FE0F>No returns, exchanges or refunds. Check the measurements, ask questions beforehand;
<U+25AA><U+FE0F>All the measurements are approximate (+/- 2 inch)
<U+0001F525><U+0001F525><U+0001F525>Trusted shop! Buy with confidence."
Reese Cooper,Patch anorak,10,Condition Gently Used,Color Black,Size Men's / US XL / EU 56 / 4,$155 ,8,TRUE,"Worn once or twice. Nice brushed canvas material. Elastic closures on hood, cuffs and bottom of the jacket. Patches on the arm and back. No flaws or tears. Retail was $400. If you have any questions feel free to ask. Offers are accepted!"
Reese Cooper,reese cooper olive waxed cotton biker jacket,68,Condition Gently Used,Color Olive,Size Men's / US S / EU 44-46 / 1,$226 ,6,TRUE,"reese cooper jacket with great details such as the leather collar, waxed cotton material and the infamous hook on the upper left chest. retail is $698. worn a few times; it’s in wonderful condition. feel free to ask any questions. no returns."
Hype × Reese Cooper × Streetwear,Reese Cooper Waxed Cotton Hunting Jacket in Olive,37,Condition New,Color Green,Size Men's / US XL / EU 56 / 4,$190 ,12,TRUE,"Sized XXL but fits more XL (see last pic for measurements)
Slightly cropped and fully lined, this redesigned hunting jacket features a waxed cotton outer that makes it perfect for almost any climate. The detachable hood and contrast corduroy collar gives you two looks to choose from. The hunting jacket is fully functional with an array of pockets, adjustable waist and cuffs and a double front closure. It is finished with a chest strap, RCI signature hook detail and sleeve patch.
-Condition: 10/10
-100% authentic or fully refunded
-Item will be shipped next day after payment is processed.
-Ask for more pics if necessary
-Will hear offers, no lowballs
-Trusted Seller <U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F> Buy with confidence!
-CHECK MY OTHER LISTINGS <U+270A><U+0001F440>"
Reese Cooper × Streetwear × Vintage,REESE COOPER CONSTRUCTION WORK JACKET,31,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$230 ,13,TRUE,"Act FAST before it’s GONE!
Super High Quality jacket
Size L
Great condition
Very rare jacket
Special projects
Heavy weight material"
Reese Cooper,BRUSHED COTTON CANVAS WORK JACKET IN SAGE,19,Condition Gently Used,Color Sage,Size Men's / US XL / EU 56 / 4,$205 ,6,TRUE,"BRUSHED COTTON CANVAS WORK JACKET IN SAGE FROM SPRING/SUMMER 2021, “RIVER RUN THROUGH” COLLECTION"
Reese Cooper,AW2018 Boxy Painter Denim Jacket,13,Condition Gently Used,Color Denim,Size Men's / US M / EU 48-50 / 2,$243 ,8,TRUE,"Beautiful jacket from Reese.
Retail: $700
In almost unused condition <U+0001F4F7>
Very fast shipping via FedEx, DHL, or EMS <U+0001F680>
Message any questions <U+0001F4AC>
Item number: m76693482270"
Reese Cooper,Reese Cooper “Smokejumper” raw denim jacket,7,Condition New,Color Navy,Size Men's / US M / EU 48-50 / 2,$220 ,4,TRUE,"Never worn, for any questions message me."
Levi's × Reese Cooper,RCI x Levi’s Duck Canvas Type II Trucker,63,Condition New,Color Biege,Size Men's / US L / EU 52-54 / 3,$150 ,15,TRUE,"Levi’s x Reese Cooper Type II Trucker. Brand new with tags. Features the signature Reese Cooper metal detailing. The jacket fits slightly cropped and is boxy, reminiscent of traditional Type II jackets. Will ship out as soon as possible, no refunds or exchanges."
Reese Cooper,Reese Cooper Camo Jacket,27,Condition New,Color Camo,Size Men's / US L / EU 52-54 / 3,$191 ,5,TRUE,Brand new only ever tried on. Cropped fit.
Reese Cooper,Reese Cooper Twill Work Jacket,68,Condition Gently Used,Color Green,Size Men's / US M / EU 48-50 / 2,$283 ,7,TRUE,"Reese Cooper jacket from S/S 2021.
Bought from another user. This is the Spring 2021 version with a suede collar. It has a cropped, boxy fit in comparison to other jackets so double check measurements. IMO it looks best with some higher rise pants, something around 11”.
It has some light wear on the collar and a couple of small marks (look at the sleeve pic). Otherwise in great condition.
Made in USA.
Approximate measurements in inches.
Pit 2 Pit: 22”
Sleeve: 24”
Bottom Hem: 22”
Shoulder: 18.5”
Back Length: 24”"
Reese Cooper,Reese Coper X Levi’s Jacket,32,Condition New,Color White,Size Men's / US L / EU 52-54 / 3,$135 ,4,TRUE,"Reese Coper X Levi’s Jacket
Never Worn / New
Ready to Ship
Open to offers"
Reese Cooper,LAST CHANCE FW19 Black & White Distressed Varsity Jacket,81,Condition Gently Used,Color Black,Size Men's / US XL / EU 56 / 4,$591 ,11,TRUE,"From the FW19 ""Hitchhiking"" Collection.
Amazing piece from Reese Cooper. One of my grails, just putting this out to check interest
Fits L-XL
Message @stevenwaaang on insta if you have questions as I'm not on Grailed often."
Reese Cooper,Reese Cooper BRUSHED COTTON CANVAS WORK JACKET,57,Condition New,Color Black,Size Men's / US L / EU 52-54 / 3,$306 ,7,TRUE,"Brand New w/tags
Size Large
A cropped fit
The work jacket is an RCI staple. This season's iteration of one of our favourite silhouettes comes with a durable brushed cotton canvas outer and a smooth cotton rayon lining in RCI signature green. It has a contrast corduroy collar along with two double-entry cargo pockets with snap closures to carry everything you need.
There is a zipper front closure with a snapped flap closure at the collar and waistband. The jacket is finished with the RCI signature hook detail and sleeve patch."
Levi's × Reese Cooper,Reese Cooper X Levi’s Duck Denim Jacket (Mens medium),11,Condition New,Color Green,Size Men's / US M / EU 48-50 / 2,$240 ,6,FALSE,"Reese Cooper X Levi’s Duck Denim Jacket (Mens medium)
Brand new (Tried on a few times)
Open to offers!"
Reese Cooper,Reese Cooper green work jacket,69,Condition Gently Used,Color Green,Size Men's / US S / EU 44-46 / 1,$176 ,5,TRUE,Size s
Reese Cooper,Reese Cooper Light Jacket,25,Condition Used,Color Beige,Size Men's / US L / EU 52-54 / 3,$275 ,8,TRUE,"PRE-FALL 2019 MENSWEAR ""AGAINST THE WIND"" Campaign
Size: Large
Used but kept in good condition
Very hard to find"
Reese Cooper,Landscape Rain Jacket,11,Condition Gently Used,Color Multi,Size Men's / US M / EU 48-50 / 2,$300 ,21,TRUE,"Only used a few times
No flaws Basically New
Can also hit my <U+0001F441>g for $100 less. kev_m_oz"
Reese Cooper,Reese Cooper S/S 2021 Waxed Cotton Biker Jacket,48,Condition Used,Color Grey,Size Men's / US S / EU 44-46 / 1,$275 ,5,TRUE,"“River Runs Through” Size Small but fits a boxy medium well. Preowned but in good condition.
Open to offers!"
Reese Cooper,Reese cooper SS21 Indigo denim jacket,40,Condition Gently Used,Color Indigo,Size Men's / US M / EU 48-50 / 2,$220 ,5,TRUE,"reese cooper indigo denim jacket from ss21 collection
lovely fade on the jacket, signature key chain hook on the left chest
cropped fit
barely worn only tried on, never worn out."
Reese Cooper × Streetwear,$800 Reese Cooper Waxed Hunting Jacket,8,Condition Gently Used,Color Yellow,Size Men's / US L / EU 52-54 / 3,$225 ,5,FALSE,"One of the best quality jackets I’ve ever owned.
Slightly cropped and very warm.
No flaws/brand new condition
Retail $800"
Reese Cooper,REESE COOPER WORK JACKET (CAMP),4,Condition Used,Color Cream,Size Men's / US L / EU 52-54 / 3,$250 ,3,TRUE,"7/10
Only flaw is the inside pocket of the jacket has a hole. Easily fixable.
Very good construction and nice material.
Boxier fit similar to a Carhartt jacket
Located in NYC
Open to offers"
Reese Cooper,Brushed Cotton Canvas Work Jacket,141,Condition New,Color Canyon camo,Size Men's / US M / EU 48-50 / 2,$380 ,10,TRUE,"The work jacket is an RCI staple. This season’s iteration comes with a durable brushed cotton canvas outer, and smooth viscose/cotton lining inside. The Canyon Camo pattern was developed by photographing foliage found during sourcing trips. The jacket has two double-entry cargo pockets with snap closures to carry everything you need. The chest also features panelling with snap closures for an extra layer of protection. The brushed cotton body is complimented with a contrasting suede collar.
Retail: $798
Brushed cotton canvas outer
Custom RCI green cotton/viscose blend lining
Contrast suede collar
RCI hook detail on chest
RCI sleeve patch on left sleeve
Double-entry cargo pockets on front
Interior patch pocket in chest
Snap closure on top & bottom protective flaps
Zipper closure
Raccagni zippers
Made in Los Angeles, California"
Reese Cooper,Work jacket,11,Condition New,Color Blue,Size Men's / US S / EU 44-46 / 1,$259 ,7,TRUE,"Last price drop.
Available until 11est
New with tags
Retail $628
Best color
Runway piece
Built to last
One of Kanye's favorite designers"
Reese Cooper,Reese Cooper FW21 Black & White Distressed Varsity Jacket,5,Condition New,Color Black,Size Men's / US M / EU 48-50 / 2,$397 ,9,TRUE,New without tags. Feel free to contact me regarding any questions!
Reese Cooper,Reese Cooper Sherpa Fleece in Cream Green,9,Condition New,Color Cream,Size Men's / US L / EU 52-54 / 3,$225 ,7,FALSE,"Size L
Brand New with Tags
Purchased from the Reese Cooper website
Feel free to message with any questions or concerns"
Levi's × Reese Cooper,Reese Cooper x Levi’s Type 2 II Trucker Jacket Medium,16,Condition Gently Used,Color Green,Size Men's / US M / EU 48-50 / 2,$150 ,4,TRUE,"Only worn 1x
SIZE MEDIUM
Reese Cooper x Levi’s Collaboration
Type 2 Jacket"
Reese Cooper,Reese Cooper Sherpa Fleece,22,Condition New,Color Green,Size Men's / US XL / EU 56 / 4,$250 ,4,FALSE,"Brand new RC cropped Sherpa fleece
Retail $595
Only not keeping it bc it crops a bit too much for me (I’m 6’3)
Sizing in photos"
Levi's × Reese Cooper,REESE COOPER x Levi’s Duck Canvas Type II Trucker Jacket,3,Condition New,Color Cream,Size Men's / US S / EU 44-46 / 1,$185 ,4,TRUE,"REESE COOPER x Levi’s Duck Canvas Type II Trucker Jacket
Beautiful color with boxy fit.
NWT (New with Tag), retails $248
Selling below retail because I decided I don’t need another jacket."
Reese Cooper,Reese Cooper Bandana Print Patchwork Work Jacket,96,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$178 ,10,TRUE,"For sale is an awesome and hard to find Reese Cooper Bandana Patchwork Work Jacket from the 2020 season.
Features an all over custom bandana print, with a signature key hook on the chest, and the Reese Cooper patch on the cuff.
In great pre loved condition: no rips, stains or holes. Tons of life left in this awesome work jacket.
Size Large"
Reese Cooper,"“Lone pine” split varsity jacket tagged size L, fits M best",26,Condition Used,Color Navy,Size Men's / US M / EU 48-50 / 2,$250 ,7,TRUE,"Early Reese Cooper piece
Tagged size L but fits more like a true to size medium.
Overall great condition. White sleeves a bit dirty but nothing that won’t come out. I prefer to have it look a little beat up though"
Reese Cooper × Streetwear × Vintage,Reese Cooper Pins Bomber Jacket,1,Condition Gently Used,Color Navy green,Size Men's / US M / EU 48-50 / 2,$185 ,6,FALSE,"Features a variety of pins on the chest part of jacket.
Tough pockets as well.
Material is very cozy, perfect for fall."
Reese Cooper,Raw Denim Jacket SS21 <U+0001F33B><U+0001F352>,139,Condition New,Color Raw indigo,Size Men's / US M / EU 48-50 / 2,$295 ,17,TRUE,"Extremely rare. Reese Cooper® Raw Denim Jacket Spring/Summer 2021 ""River Runs Through""
CONDITION: 10/10
Brand New, pet & smoke free storage, 100% rating since original tags. 1st Owner.
Made with deadstock denim, features double chest pleats and patch pockets.
TEXT on REESE COOPER SLEEVE LABEL
""HOOKED ON THE HIGHWAY. DREAMING OF
A PLACE WITHOUT KNOWING ITS NAME.
BATHED IN SUNLIGHT, DECORATED WITH
LONESOME GAS STATIONS - STEAMING
ROADS THAT CUT THROUGH THE WINDING
PEAKS AND THICK FORESTS - SLICING
THROUGH THE BROWN, DUSTY CARPET
THAT STRETCHES OUT TOWARDS THE
OCEAN.
MOUNTAINS CASTING SHADOWS ACROSS
LAKES, MOONLIGHT ILLUMINATING THE
DESERT - LOST PEOPLE SEARCHING FOR
THEIR PLACE UNDER A FAMILIAR SKY.
THIS IS A STORY FUELED BY ESCAPISM
AND EXPLORATION. CLOTHING, OBJECTS
AND VISUALS INSPIRED BY WHAT YOU
NEED, WHAT YOU CHERISH AND WHAT YOU
ACQUIRE ON THE JOURNEY""
Reese Cooper Release Listing
instagram.com/p/CMxbFgLAgxx/
+ Released March 23, 2021
+ Raw Indigo (color)
+ Reese Cooper® Sleeve Patch
+ Reese Cooper® RCI Utility Hook
+ Reese Cooper® embossed buttons
+ 2 main patch pockets
+ Pleated Placket
+ Triple Needle Sewing
+ Double Pleated Chest
+ Back Pleats
+ 100% Cotton
+ Made in Los Angeles, USA
Sizing Info
Medium (fits Slim & Cropped)
<U+2730> Bundle Deals (2+ pieces), Offers, & Questions Welcome! <U+2730>"
Reese Cooper,BRUSHED COTTON CANVAS WORK JACKET,6,Condition New,Color Black,Size Men's / US M / EU 48-50 / 2,$410 ,11,TRUE,"Brand new, never worn.
The work jacket is an RCI staple. This season's iteration comes with a durable brushed cotton canvas outer and a smooth cotton rayon lining in RCI signature green. It has a contrast corduroy collar along with two double-entry cargo pockets with snap closures to carry everything you need.
There is a zipper front closure with a snapped flap closure at the collar and waistband. The jacket is finished with the RCI signature hook detail and sleeve patch.
Zipper front closure
Contrast corduroy collar
Two double-entry cargo pockets with flap on chest
Snap closure flap on chest and waistband
Raccagni zipper
RCI signature hook detail on chest
RCI sleeve patch on left sleeve
Made in Los Angeles, CA
Size: Medium
Retail: $628"
Reese Cooper,Cotton Hunting Jacket HITCHHIKING AW19,28,Condition Gently Used,Color Washed gray,Size Men's / US L / EU 52-54 / 3,$320 ,4,TRUE,"-Worn Once
-Reese Cooper Hunting Jacket HITCHHIKING AW19
-Size large, fits more like a medium, refer to measurements
-Washed effect that gives the garment a vintage look
-No Returns or Refunds"
Reese Cooper,REES COOPER HUNTING JACKET,6,Condition Gently Used,Color Grey,Size Men's / US S / EU 44-46 / 1,$370 ,6,FALSE,"Hitchhiking 2019 collection
Tagged size: SMALL
OPEN TO REASONABLE OFFERS…"
Reese Cooper,Reese Cooper cropped sherpa fleece,19,Condition Gently Used,Color Beige,Size Men's / US M / EU 48-50 / 2,$180 ,4,TRUE,"Made from man-made shearling in a soft caramel color, this gently cropped jacket by Reese Cooper is the last word in AW19 style.
Retail $895"
Reese Cooper,Reese Cooper Work Jacket,6,Condition New,Color Black,Size Men's / US XL / EU 56 / 4,$175 ,7,TRUE,Reese Cooper work jacket in black wool. Beautiful hardwear and pocket detailing. Tagged size XL.
Reese Cooper,Reece Cooper Rocks Windbreaker Size M (cropped),4,Condition Gently Used,Color Photograph,Size Men's / US M / EU 48-50 / 2,$115 ,10,TRUE,"Condition: Used
All Sales Final"
Reese Cooper,RCI Herringbone Wool Cropped Jacket,91,Condition New,Color Brown/khaki,Size Men's / US S / EU 44-46 / 1,$190 ,8,TRUE,"Retail was over 1100 AUD, haven’t worn or anything, thing is in mint condition. Released as part of Reese Cooper’s AW20 collection and was part of the womenswear side, designed to be oversized and have a exaggerated crop. I’m 5’9 for reference"
Levi's × Reese Cooper,Reese Cooper Levi Type 2 Green Trucker Jacket Rare Sold Out,25,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$355 ,8,FALSE,"100% Authentic
Size Large
Worn once
Green colorway
Sold out
Rare
Ready to ship"
Reese Cooper,Reese Cooper Waxed Cotton Biker Jacket Olive Green,5,Condition New,Color Green,Size Men's / US XL / EU 56 / 4,$135 ,6,TRUE,"Reese Cooper Waxed Cotton Biker Jacket Olive Green Men’s XL $698. New with tags.
A slim fitting biker jacket with a waxed cotton canvas, leather collar and a thin PrimaLoft fill. The outer layer is a medium weight cotton canvas finished with a special weather tough wax finish that will age over time. Natural wear and tear on this jacket will result in beautiful markings and creases in the waxed layer.
Leather spread collar
Long sleeves
Zip cuffs
Zip front
Waist patch pockets
RCI hook detail on chest
Cotton/viscose
Trim: Leather
Fill: Primaloft® fill
Dry clean
Made in USA
SIZE & FIT
About 30"" from shoulder to hem"
Japanese Brand × Reese Cooper × Vintage,REESE COOPER PINS HERRINGBONE BOMBER JACKET IN STONE,51,Condition New,Color Grey,Size Men's / US XL / EU 56 / 4,$190 ,10,FALSE,"Size XL , fits L/XL (Model wearing size M)
Condition: 10/10, never worn
-this item is slightly undersized (cropped)
A personal favorite this season, our traditional bomber jacket is made from a cotton herringbone is and lined with RCI green. The jacket is adorned with enamel pins depicting wildlife, California and RCI symbols. It also has an array of details including a button tab closure at the waist, custom ribbing, a patch pocket, Raccagni zipper, RCI signature hook and sleeve patch.
-100% authentic or fully refunded
-Item will be shipped next day after payment is processed.
-Ask for more pics if necessary
-Will hear offers, no lowballs
-Trusted Seller <U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F> Buy with confidence!
-CHECK MY OTHER LISTINGS <U+270A><U+0001F440>"
Reese Cooper,Split Anorak AW19,128,Condition New,Color Navy,Size Men's / US M / EU 48-50 / 2,$200 ,21,TRUE,"CRAZY STEAL
- 100% Cotton
- Deconstructed Cut
- Drawstring Hood
- ¼ Zip Closure
- 2 Chest Patch Pockets
- 2 Side Entry Pockets
- Woven Brand Patch
- Drawstring Hem
- Made in the USA
The AW19 Hitchhiking collection by Reese Cooper takes hold of the peculiar loneliness that accompanies the vastness of the USA and makes it tangible. This deconstructed navy anorak takes a traditional 1940’s walking jacket shape and replaces the bottom half in checked flannel. Utilitarian patch pockets and a drawstring hood complete the ready-for-anything Americana-influenced aesthetic.
Will accept trades in NBA TopShot or ETH"
Reese Cooper,Reese Cooper Waxed Cotton Biker Jacket,28,Condition New,Color Olive,Size Men's / US M / EU 48-50 / 2,$220 ,14,TRUE,"Brand New With Tags Reese Cooper Waxed Cotton Biker Jacket Olive Size M
Never worn and tags are still attached. Patina effect as shown in the pictures. Came this way. The patina developed in the folded regions when shipped. Gives it a slightly aged, worn look. Stock photos from Reese Cooper show the effect as well. This effect is explained by Reese Cooper in the description below.
A slim fitting biker jacket with a waxed cotton canvas, leather collar and a thin PrimaLoft fill. The outer layer is a medium weight cotton canvas finished with a special weather tough wax finish that will age over time. Natural wear and tear on this jacket will result in beautiful markings and creases in the waxed layer.
Waxed cotton outer
Custom RCI green cotton/viscose blend lining
Primaloft® fill
Pebble leather collar
RCI hook detail on chest
RCI sleeve patch on left sleeve
Raccagni zipper front closure
Raccagni zippers on cuffs
Patch hand pockets on front
Made in Los Angeles, CA
Retail: $698"
