Brand_Name,Item_Name,Number_Likes,Condition,Color,Size,Price,Img_Length,Measurements,Description
Reese Cooper,Reese Cooper Wool Flannel Shirt Jacket,6,Condition New,Color Brown,Size Men's / US M / EU 48-50 / 2,$130 ,7,TRUE,Brand new with tags. Purchased off ssense
Reese Cooper,RCI Hunting With Hawks Intarsia Knit,33,Condition Gently Used,Color Cream,Size Men's / US M / EU 48-50 / 2,$190 ,5,TRUE,"ONLY ON HANGER FOR PHOTOS, IS STORED FOLDED
I bought this awhile ago and love it, however I don’t wear it quite as much as other knits. Rather give it a good home, no stains and only worn out 2-3 times. Great light knit with amazing graphics. If you know about Reese Cooper, you’ll know this fits longer in the arms and cropped in the body."
Reese Cooper,Reese Cooper Hunting with Hawks Sweater,20,Condition Gently Used,Color Gray,Size Men's / US S / EU 44-46 / 1,$138 ,5,TRUE,Wool sweater. Minor stains on left sleeve. Dms open for offers
Reese Cooper,Reese Cooper,17,Condition Gently Used,Color Blue,Size Men's / US M / EU 48-50 / 2,$100 ,5,FALSE,"Reese Cooper Flying Ducks Crewneck
Size Medium / True To Size
Worn - 8/10 Condition
Small stain on top left shoulder, can be cleaned off"
Reese Cooper,FINAL DROP Reese Cooper Cropped Flannel SS20,85,Condition New,Color Green,Size Men's / US M / EU 48-50 / 2,$120 ,3,FALSE,"Never worn from SS20. Size M which is pretty much sold out everywhere I can find. Purchased from Mr. Porter.
Boxy, cropped fit.
Chest: 22
Length: 23
Shoulder: 17
Sleeve: 24"
Reese Cooper,Reese Cooper Cropped Flannel Shirt,59,Condition Used,Color Green,Size Men's / US M / EU 48-50 / 2,$75 ,5,TRUE,"<U+0001F6A8>FINAL PRICE DROP<U+0001F6A8>
WILL REMOVE FROM LISTINGS AFTER TODAY
Reese Cooper Flannel
Size M but fits like a small
Worn 8/10
Retailed for $258
Will ship within 1-2 days"
Reese Cooper,Lone Pine Knit Sweater,25,Condition Gently Used,Color Biege,Size Men's / US L / EU 52-54 / 3,$250 ,4,TRUE,"beautiful piece!
beige color with green font
don’t get to wear it because of the weather.
wide boxy fit. see measurements below.
low balls will be ignored"
Reese Cooper,Hitchhiking Double Layer Flannel Shirt,14,Condition Used,Color Red,Size Men's / US L / EU 52-54 / 3,$157 ,9,TRUE,"Purchased from the Reese Cooper online boutique for $350. Flannel shirt is from from the FW2019 Reese Cooper season (called 'Hitchhiking').
Worn a number of times but shirt is still in excellent condition (take a look at the photos). The patch on the sleeve is still attached and shows no obvious signs of wear.
Message me with any questions!
Has four pockets (two chest, two concealed pockets on the front)."
Reese Cooper,Reese Cooper Oversized Flannel,14,Condition New,Color ?,Size Men's / US XS / EU 42 / 0,$107 ,6,TRUE,"Tagged size XS but fits an M like any other flannel just with slightly short sleeves
Please check measurements
Pit to pit - 22.5 in
Length - 27~28 in
Shoulder - 18.5 in
Sleeve Length - 22.5 in Shoulder seam to hem"
Reese Cooper,Reese Cooper,8,Condition Gently Used,Color Blue,Size Men's / US M / EU 48-50 / 2,$120 ,5,FALSE,"Reese Cooper Flying Ducks Crewneck
Size Medium / True To Size
Worn - 8/10 Condition"
Reese Cooper,RCI pullover Sweatshirt/sweater,16,Condition Used,Color Blue,Size Men's / US M / EU 48-50 / 2,$46 ,5,FALSE,Reese Cooper pullover sweater from Barney’s. Couple paint stains pictured. Fits large for Medium
Reese Cooper,Reese Cooper Cropped Flannel SS20,6,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$147 ,5,TRUE,Cropped Flannel button up from Reese Coopers SS20 How a letter travels collection. Listed as 100% Cotton
Reese Cooper,Reese Cooper Flannel Cropped,21,Condition Gently Used,Color Green,Size Men's / US XL / EU 56 / 4,$160 ,6,TRUE,"I accept offers
Reese Cooper
Worn once never washed
Amazing color
Size XL"
Reese Cooper,Reese Cooper 4-Pocket Flannel,22,Condition Gently Used,Color Grey,Size Men's / US L / EU 52-54 / 3,$115 ,3,TRUE,"Retails for 400+
Four pockets, heavy cotton flannel
Boxy, slightly cropped fit, super nice pattern"
Reese Cooper,Reese Cooper Bus Service Sweater,1,Condition Gently Used,Color Black,Size Men's / US L / EU 52-54 / 3,$115 ,5,FALSE,"lightly worn, size L has a bit of a boxy fit."
Reese Cooper,Reese Cooper Flannel Cropped,6,Condition Gently Used,Color Green,Size Men's / US XL / EU 56 / 4,$261 ,5,TRUE,"Reese Cooper
Worn once never washed
Amazing color
Size XL"
Reese Cooper,Reese Cooper Plaid Flannel Shirt Jacket,9,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$350 ,10,TRUE,"Worn once, excellent condition. Tagged as a size large. Made in the US.
100% heavy, thick, and brushed cotton.
Front length is about 25-26 inches from first button to bottom hem
Back length from top of collar to bottom hem is 31 inches"
Reese Cooper,WESTERN WILDFIRES JACQUARD KNIT SWEATER,32,Condition New,Color Multi,Size Men's / US S / EU 44-46 / 1,$340 ,4,FALSE,"FIELD NOTES
Inspired by a photo taken of a helicopter dropping water onto a wildfire, this image became the focal point for this season’s collection and foundation for its color palette. Hues of the red fire retardant phos-chek and glowing amber are contrasted by the soft blues, lavender and greens.
Crafted in Los Angeles, the sweater is jacquard knit out of Italian handspun cotton yarn giving it a lightweight and soft feel. The RCI signature sleeve patch is woven into the sleeve as a new feature of all of our knitwear this season.
DETAILS
• Western Wildfires jacquard knit graphic
• Italian handspun cotton yarn
• Ribbing on cuffs, collar, and waistband
• RCI woven patch
• Made in Los Angeles, CA
SIZE & FIT
Many of our pieces are unisex based upon men’s measurements. When ordering unisex products for women, we recommend ordering a smaller size. If you have any questions, our customer service team can help you.
• Fits true to size"
Reese Cooper,Reese cooper flannel button up,25,Condition Gently Used,Color Black white grey,Size Men's / US XL / EU 56 / 4,$150 ,4,TRUE,Worn one time no flaws 100% authentic tag says XL but fits cropped and smaller like a L
Reese Cooper,WESTERN WILDFIRES JACQUARD KNIT SWEATER,28,Condition New,Color Multi,Size Men's / US M / EU 48-50 / 2,$311 ,4,TRUE,"FIELD NOTES
Inspired by a photo taken of a helicopter dropping water onto a wildfire, this image became the focal point for this season’s collection and foundation for its color palette. Hues of the red fire retardant phos-chek and glowing amber are contrasted by the soft blues, lavender and greens.
Crafted in Los Angeles, the sweater is jacquard knit out of Italian handspun cotton yarn giving it a lightweight and soft feel. The RCI signature sleeve patch is woven into the sleeve as a new feature of all of our knitwear this season.
DETAILS
• Western Wildfires jacquard knit graphic
• Italian handspun cotton yarn
• Ribbing on cuffs, collar, and waistband
• RCI woven patch
• Made in Los Angeles, CA
SIZE & FIT
Many of our pieces are unisex based upon men’s measurements. When ordering unisex products for women, we recommend ordering a smaller size. If you have any questions, our customer service team can help you.
• Fits true to size"
Reese Cooper,Reese cooper pull over hoodie sweater,19,Condition New,Color Black,Size Men's / US S / EU 44-46 / 1,$203 ,6,FALSE,"Brand new with tags
Reese Cooper hoodie
Size: Small
Retail: $428
MY PRICE : $300"
Reese Cooper,*LAST DROP* Black grey red flannel shirt,54,Condition New,Color Red,Size Men's / US S / EU 44-46 / 1,$117 ,5,TRUE,"Brand new with tags
Soft brush flannel shirt
Size S. 100% cotton"
Reese Cooper,Reese cooper flannel button up,3,Condition Used,Color Black,Size Men's / US S / EU 44-46 / 1,$100 ,3,TRUE,Boxy fit
Reese Cooper,Cotton Short Sleeve Button Down Shirt in Water Colour Camo,38,Condition Gently Used,Color Watercolor camo,Size Men's / US L / EU 52-54 / 3,$97 ,5,TRUE,"Only worn once
All sales are final. No exchanges, returns or refunds."
Reese Cooper,Patchwork Cotton-Flannel Shirt,26,Condition Gently Used,Color Red,Size Men's / US S / EU 44-46 / 1,$110 ,5,TRUE,"Gently worn, basically new! Purchased off Mr. Porter."
Reese Cooper,Salmon Fly Crewneck Sweatshirt in Mist,10,Condition New,Color Mist,Size Men's / US XL / EU 56 / 4,$130 ,8,TRUE,Brand New Never Worn
Reese Cooper,Reese Cooper Branches Knit Sweater,95,Condition New,Color Orange,Size Men's / US L / EU 52-54 / 3,$225 ,4,TRUE,"Crewneck
Long sleeves
Slip-on styling
Wool
Dry clean
Made in USA"
Reese Cooper,FW19 Branches Sweater,55,Condition Gently Used,Color Grey,Size Men's / US M / EU 48-50 / 2,$230 ,4,TRUE,"Can be worn inside out for reverse color way
beautiful and comfy sweater from Reese
Boxy fit
Condition 9/10
Retail 500+"
Reese Cooper,How A Letter Travels Green Cropped Shirt Flannel Button Up,10,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$135 ,6,TRUE,"Tagged L but fits more like an M
Cropped fit
Lightweight"
Reese Cooper,Flannel,4,Condition New,Color Brown,Size Men's / US L / EU 52-54 / 3,$193 ,10,TRUE,"Brand new with tags. Never worn. Extremely soft material.
This staple flannel shirt is made of a lightweight brushed cotton flannel perfect for any climate. It’s constructed with multiple patch pockets throughout. The plaid pattern is subtle enough to be worn at any time, while boasting the recognizable RCI elements such as the sleeve patch.
Lightweight brushed cotton flannel outer
RCI sleeve patch on left sleeve
Button closure on front & cuffs
Two patch pockets with button closure on front
Two patch pockets with button closure on chest
Made in Los Angeles, CA"
Reese Cooper,Green Watercolor Camouflage Shirt,102,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$233 ,4,TRUE,"REESE COOPER SHORT SLEEVE SHIRT
BEAUTIFUL CAMO PATTERN IN BLUE-GREEN WATER COLOUR
FROM 'HOW A LETTER TRAVELS' COLLECTION
SIZE LARGE
RETAIL $300+ USD"
Reese Cooper,Reese Cooper Flannel Shirt In Green,22,Condition Gently Used,Color Forest green,Size Men's / US L / EU 52-54 / 3,$200 ,5,TRUE,"Retail- $505 on Ssense
Tagged a size Xl but fits cropped and would best suit a large or even medium
Soft and great quality fabric
Amazing colors that are sure to pop with any outfit
Feel free to message me with any questions
No Refunds. Final Sale."
Reese Cooper,Reese Cooper Cropped Checked Cotton-flannel Shirt In Green,59,Condition New,Color Green,Size Men's / US S / EU 44-46 / 1,$185 ,7,TRUE,"never worn super soft cotton
retail $400+
ig @grant.takeuchi"
Reese Cooper,Multicolor flannel shirt,5,Condition New,Color Plaid,Size Men's / US XL / EU 56 / 4,$165 ,7,TRUE,"Reece cooper longsleeve flannel from this springs collection
Never worn, little too short for me
Fits tts
Retail $348
Message w questions"
Reese Cooper,Reese Cooper Cropped Checked Cotton-Flannel Shirt In Green,80,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$150 ,6,TRUE,"100% Authentic
(The model photos are from the website I purchased and are only shown to see how it looks on body, they do not reflect the exact quality of the shirt I'm selling***)
Size: Large
Condition: Worn a few times, good condition
Tag is included
I only ship within the contiguous United States
I ship within 1-2 business days unless stated otherwise
US shipping only!"
Reese Cooper,Reese Cooper Hunting with Hawks Wool Sweater,28,Condition New,Color Beige,Size Men's / US L / EU 52-54 / 3,$220 ,6,TRUE,"Condition: Brand New
Size: Large
Shipping: Ships next day!
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper"
Reese Cooper,Cargo Button Down Shirt,8,Condition Gently Used,Color Black,Size Men's / US M / EU 48-50 / 2,$130 ,5,TRUE,"Size Medium. Only worn once. SS21 season. Sold out on site
Shipping immediately."
Reese Cooper,Reese Cooper Split Flannel Hitchhiking AW20,6,Condition Gently Used,Color Red,Size Men's / US M / EU 48-50 / 2,$205 ,6,TRUE,"worn once
very cool split design and waist pockets"
Reese Cooper,Reese Cooper Cropped Checked Cotton-flannel Shirt In Green,34,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$235 ,5,TRUE,"Amazing flannel by reese cooper
100% coton
This flannel is very crop so if you’re between a medium and a large it will be perfect for you
Worn twice
Btw i’m 6 feet if you want to know"
