,brand_name,item_name,number_likes,condition,color,size,price,img_length,measurements,description
37,Reese Cooper,"Reese Cooper ""Call of the Wild"" Hoodie Sweatshirt",20,Condition New,Color Orange,Size Men's / US XXL / EU 58 / 5,$172 ,7,TRUE,"Brand New/ Never Worn Reese Cooper ""Call of the Wild"" Hooded Sweatshirt
Actual color is listed as Orange but is more of a burnt orange
Fits cropped/boxy/oversized
Dropped shoulders
Throw me offers & lmk if you have more questions
-Final sale-"
38,Reese Cooper,Reese Cooper Mt. Wilson Hoodie,19,Condition New,Color Blue,Size Men's / US XL / EU 56 / 4,$88 ,2,FALSE,"Reese Cooper Mt. Wilson Hoodie. Brand new, never worn before. From January fashion show."
39,Reese Cooper,NWT Reese Cooper Sweater Size S,0,Condition New,Color Red,Size Men's / US S / EU 44-46 / 1,$140 ,3,FALSE,"Reese Cooper '22 S/S Collection Red Sweater
Pit to Pit 19 Inches
Shoulders to Sleeves 26.5 Inches
Total Length 27 Inches
From Saks Fifth Ave
EST MRSP $598"
40,Levi's × Reese Cooper,Reese Cooper x Levi’s hoodie,13,Condition Gently Used,Color Forest green,Size Men's / US M / EU 48-50 / 2,$85 ,4,TRUE,"Worn once
Sold out online
Fits S/M
Measurements from Reese Cooper website"
41,Reese Cooper,Reese Cooper River Runs Through Hoodie,0,Condition New,Color Beige,Size Men's / US M / EU 48-50 / 2,$140 ,2,FALSE,"Brand New In Perfect Condition
Retail Price: $421"
42,Reese Cooper,Reese Cooper River Runs Through Hoodie,1,Condition New,Color Green,Size Men's / US M / EU 48-50 / 2,$140 ,2,FALSE,"Brand New In Perfect Condition
Retail Price: $421"
43,Reese Cooper,Reese Cooper Printed Hoodie,22,Condition Gently Used,Color Green,Size Men's / US XL / EU 56 / 4,$112 ,7,TRUE,"Mr Porter exclusive purchased September 2021. Gently used. On model pic is not mine, belongs to Mr Porter. Lmk if any questions!"
44,Reese Cooper,Reese Cooper RCI Trading Co Hoodie,34,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$206 ,5,FALSE,"Size L (Fits boxy with a slight crop)
9/10 condition"
45,Levi's × Reese Cooper,Reese Cooper Levi's Two Pocket Hoodie in Green,40,Condition New,Color Green,Size Men's / US XL / EU 56 / 4,$112 ,10,TRUE,"Condition: Brand New
Size: XL
Shipping: Ships within 2 business days
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper x Levi's"
46,Reese Cooper,REESE COOPER HOODIE - AGAINST THE WIND COLLECTION,34,Condition Used,Color Black,Size Men's / US XL / EU 56 / 4,$75 ,6,TRUE,"Heavy weight, french terry knit fabric. Front and back graphic. Great piece. Fits true to size."
47,Reese Cooper,Fever Dream AWOI Sweatshirt,10,Condition Gently Used,Color Yellow,Size Men's / US L / EU 52-54 / 3,$120 ,6,TRUE,"Reese Cooper Fever Dream AWOI art college league sweatshirt in french terry. Oversized fit. Pale yellow color.
Condition
9/10 - some small marks from light use
Size
L - bit cropped (like wide medium)
Additional photos or measurements are available upon request."
48,Reese Cooper,Reese Cooper Zip-Up Hoodie,61,Condition Gently Used,Color Grey,Size Men's / US L / EU 52-54 / 3,$265 ,6,TRUE,"Reese Cooper upcycled patchwork hoodie
Very rare
1of1 everyone is different
Tagged Size L, fits very cropped, refer to measurements.
9.5/10, barely used. Keep in mind the cracking in the print is intentional and common within upcycled projects.
Any questions, offers or concerns, message me."
49,Reese Cooper,Reese Cooper Against The Wind Hoodie,7,Condition Gently Used,Color Brown,Size Men's / US L / EU 52-54 / 3,$90 ,3,FALSE,"Barney’s exclusive
French terry
Has a small hole by the kangaroo pocket
Price reflects that
Enjoy"
50,Reese Cooper,Reese Cooper Eagle Of A Different Feather Hoodie M,10,Condition New,Color Khaki,Size Men's / US M / EU 48-50 / 2,$199 ,4,FALSE,"Brand-new never worn Reese Cooper hoodie
retail 428
Size M
open to offers"
51,Lee × Reese Cooper × Vintage,Vintage Lee sweatshirt,8,Condition Gently Used,Color Green,Size Men's / US XL / EU 56 / 4,$25 ,2,FALSE,"Good condition
Size XL
Kinda reminds me of Reese Cooper lol"
52,Champion × Reese Cooper,National Forest Foundation hoodie,10,Condition Gently Used,Color Green,Size Men's / US L / EU 52-54 / 3,$70 ,4,TRUE,"Reese Cooper x Champion
Size large
Feel free to ask any questions"
53,Reese Cooper,Reese Cooper An Eagle of a Different Feather Hoodie,24,Condition Used,Color Red,Size Men's / US S / EU 44-46 / 1,$90 ,10,TRUE,"8/10 Condition (Used with minor stains and fading at hem as pictured)
Length (From bottom of hood to bottom of hoodie) - 25.4 In"
54,Reese Cooper,Reese Cooper Inc Forest Patch Crewneck Sweatshirt Tan AW21,46,Condition New,Color Tan,Size Men's / US S / EU 44-46 / 1,$87 ,11,TRUE,"- About Us
* De La Mano is a hand-curated selection of sneakers, streetwear, and vintage
* Everything for sale is verified 100% authentic
* Over 4,000 five star reviews online
- Product Information
* Original tags
* Condition : Deadstock (Brand New)
* Retail : $398
* Measurements : Pit to pit is about 22 inches, Length is about 24.5 inches
* A standout sweatshirt in the collection, intricate embroidery was done to create 3 patches detailing the collection themes 
* The crewneck sweatshirt is made from our American milled heavyweight french terry and finished with an organic garment dye and RCI sleeve patch
* American-milled organic heavyweight french terry cotton and matching ribbing
* Organic dye process
* Embroidery on front
* RCI sleeve patch
* Made in USA
- Shipping
* Please allow 2-3 business days at most for processing. Once processing is completed, you will receive a shipping confirmation with the tracking number.
* Shoes that come with a box are shipped double boxed.
- Disclaimer
* Please note that deadstock items may have manufacturer / factory flaws.
* All sales are final. We do not accept returns or refunds."
55,Reese Cooper,Reese Cooper RCI Crewneck Sweatshirt,15,Condition Used,Color Blue,Size Men's / US M / EU 48-50 / 2,$137 ,4,TRUE,Used
56,Bare Knuckles × Reese Cooper × Streetwear,Giannetti Factory Excess hoodie,22,Condition Gently Used,Color Orange,Size Men's / US L / EU 52-54 / 3,$112 ,5,TRUE,"Oversized cropped hoodie from Charlie Giannetti
Gianneti factory produces a variety of the top streetwear/ contemporary menswear brands coming out of LA including Reese Cooper and Bare Knuckles
The excess hoodie is made from leftover waste materials from the factory and is produced in the most sustainable means possible
Super dope cut and print on the back explaining the process of its production"
57,Reese Cooper × Streetwear × Vintage,Reese Cooper Salmon Fly Crewneck in Mist,24,Condition New,Color Green,Size Men's / US XL / EU 56 / 4,$87 ,9,TRUE,"-Condition: 10/10
-100% authentic or fully refunded
-Item will be shipped next day after payment is processed.
-Ask for more pics if necessary
-Will hear offers, no lowballs
-Trusted Seller <U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F> Buy with confidence!
-CHECK MY OTHER LISTINGS <U+270A><U+0001F440>"
58,Reese Cooper,"Reese Cooper ""RCI Trading CO"" Crewneck",13,Condition Gently Used,Color Blue,Size Men's / US L / EU 52-54 / 3,$112 ,5,FALSE,"This is Reese Cooper's ""RCI Trading"" crewneck with birds screen-printed on the outside of the piece. The arms hang and it fits as a casual oversized piece but stays true to a size large in terms of general fitting. Please let me know if you have a questions regarding pricing or the piece in general."
59,Reese Cooper,Reese cooper RCI Duck hoodie,22,Condition Gently Used,Color Slate,Size Men's / US L / EU 52-54 / 3,$172 ,5,TRUE,"Next day shipping
Tags included"
60,Reese Cooper,Reese Cooper Crewneck,1,Condition Gently Used,Color Red,Size Men's / US M / EU 48-50 / 2,$160 ,3,TRUE,worn twice
61,Reese Cooper,REESE COOPER HOODIE,4,Condition New,Color Coyote,Size Men's / US M / EU 48-50 / 2,$110 ,7,TRUE,"Brand new, still has tags on. Just tried on once and it was small on me. Great quality, the hood is double layered. If you have any questions feel free to message me"
62,Reese Cooper,Reese Cooper Hoodie,7,Condition Gently Used,Color Beige,Size Men's / US L / EU 52-54 / 3,$120 ,2,FALSE,"Reese Cooper Hoodie
From “Against the Wind” Collection
Gently worn
Condition 9/10
Very cozy
Beautiful quality"
63,Reese Cooper,Reese Cooper Forest Service Eagle Rock Hoodie - Size L,59,Condition Used,Color Faded black,Size Men's / US L / EU 52-54 / 3,$140 ,14,FALSE,"100% Authentic
Condition: Used
Size: Large
Item Description: One of my favorite hoodies from Reese Cooper. As seen on rappers like 21 savage. Cool Forest Service graphic on the front, as well as an embroidered patch on the back. Also a Reese Cooper tag on the sleeve. Really nice details. There are some tiny holes at the corners of the kangaroo pocket on the front - very common with Reese Cooper hoodies, not really too noticeable when wearing. Please judge condition from photographs above all else.
Shipping: No returns. All sales final. Located in Philadelphia.
Let me know if you have any questions and have a great day!"
64,Reese Cooper,Reese Cooper ‘How A Letter Travels’ Hoodie,16,Condition Gently Used,Color Red,Size Men's / US L / EU 52-54 / 3,$100 ,7,TRUE,"100% authentic Reese cooper hoodie.
Kept in a smoke free, pet free, odor free home.
Worn once."
65,Reese Cooper,Reese Cooper Aged Rci Deer Hoodie,1,Condition Gently Used,Color Blue,Size Men's / US L / EU 52-54 / 3,$190 ,10,TRUE,"In excellent condition. No flaws at all, like brand new. Features plush, comfortable French terry cloth lining. Fading throughout. Embroidered eyelets at hood. Printed logo in tones of orange and off-white at chest. Kangaroo pocket at waist. Printed text in off-white at back. Rib knit cuffs and hem. Raglan sleeves. Textile logo flag at cuff. Supplier color: Cobalt"
66,Reese Cooper × Streetwear × Vintage,Reese Cooper Duck sprint hooded sweatshirt,11,Condition Gently Used,Color Green,Size Men's / US XXL / EU 58 / 5,$117 ,7,TRUE,"-Condition: 10/10
-worn once lightly for pic
-no flaws
-100% authentic or fully refunded
-Item will be shipped next day after payment is processed.
-Ask for more pics if necessary
-Will hear offers, no lowballs
-Trusted Seller <U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F> Buy with confidence!
-CHECK MY OTHER LISTINGS <U+270A><U+0001F440>"
67,Reese Cooper,Reese Cooper Againts the Wind Hoodie,1,Condition Used,Color Beige,Size Men's / US M / EU 48-50 / 2,$114 ,6,TRUE,"100% Authentic
Size: Medium
Condition: Worn often, still in good condition
I will be washing the clothes before shipping, but I live in an apartment with central heating and some people may smoke and it can affect the clothing as a heads-up.
I only ship within the contiguous United States"
68,Reese Cooper,Reese Cooper AW21 “Pyrophyte” Hoodie,17,Condition Gently Used,Color Blue,Size Men's / US M / EU 48-50 / 2,$87 ,6,FALSE,"size medium
worn a couple of times
no refunds/returns"
69,Reese Cooper,Reese Cooper Levi’s hoodie,13,Condition New,Color White,Size Men's / US L / EU 52-54 / 3,$125 ,6,FALSE,Size large fits a medium Dstw
70,Reese Cooper,Reese Cooper Graphic Hoodie,92,Condition Gently Used,Color Olive,Size Men's / US M / EU 48-50 / 2,$135 ,4,TRUE,"Brand new.
Worn a couple times and in great condition.
Cropped fit
Retail: $425
----------------------------------------------
ALL SALES ARE FINAL.
NO REFUNDS, RETURNS, OR EXCHANGES.
Pictures were provided to the buyer and agrees that the item(s) are satisfactory for purchase.
Upon payment, the buyer acknowledges that ""charge-backs"" or ""unauthorized purchases/transactions"" initiated via their bank and/or creditor should be recognized by PayPal and Grailed, as an attempt to fraudulently keep the merchandise of the seller while receiving reimbursement.
For International Buyers: Customs fees are the sole responsibility of the buyer and NOT the seller. I declare full value of the item(s) for insurance purposes. The buyer may wish to have the customs value lower, but please understand that by requesting the value marked lower, you are accepting this risk/responsibility as your own.
Due to PayPal’s new policy, if for any reason there is a return, you are subject to a 20% RESTOCKING FEE.
THE BUYER READS, UNDERSTANDS, AND ACCEPTS ALL TERMS OF SALE."
71,Reese Cooper,Reese cooper hoodie,3,Condition Gently Used,Color Green,Size Men's / US XXL / EU 58 / 5,$110 ,5,TRUE,"100% authentic
Worn a couple of times and washed and Air dried
No flaws
Open to offers
Message me with any questions"
72,Reese Cooper,Reese Cooper RCI Sweatshirt,4,Condition Used,Color Blue,Size Men's / US M / EU 48-50 / 2,$60 ,7,TRUE,"Condition: 8/10
-Only flaw is a small hole on the sleeve and slight cracking on the screen print
-Material is very thick and heavy. High quality construction
-Message me with any questions or offers. Please don’t send any lowball offers!"
73,Reese Cooper,Reese Cooper RCI Sweatshirt,1,Condition Used,Color Black,Size Men's / US M / EU 48-50 / 2,$57 ,6,TRUE,"Condition: 8/10
-Only flaw is a small hole on the sleeve and slight cracking on the screen print
-Material is very thick and heavy. High quality construction
-Message me with any questions or offers. Please don’t send any lowball offers!"
74,Reese Cooper,Reese Cooper deer hoodie SS20,4,Condition Used,Color Navy,Size Men's / US M / EU 48-50 / 2,$80 ,14,TRUE,"Size Medium (go through all pictures)(don’t come across this hoodie to often)
Hoodie has a few flaws(can be fixed), vintage fade look. The hoodie has A LOT of life left trust me. Judge condition upon pictures above.
Will ship 1-3 days after purchase.
Let’s negotiate and work a deal!"
75,Hype × Reese Cooper × Vintage,Reese Cooper “River Runs Through” Hoodie in Slate Blue,7,Condition Gently Used,Color Blue,Size Men's / US XXL / EU 58 / 5,$136 ,8,TRUE,"Slate Blue
Condition: 9.5/10 , no flaws
-worn once lightly for picture
-this item is slightly cropped and longer in arms
-Boxy fit
-100% authentic or fully refunded
-Item will be shipped next day after payment is processed.
-Ask for more pics if necessary
-Will hear offers, no lowballs
-Trusted Seller <U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F> Buy with confidence!
-CHECK MY OTHER LISTINGS <U+270A><U+0001F440>"
76,Reese Cooper,Reese Cooper X National Forrest Foundation Champion Hoodie,29,Condition Used,Color Grey,Size Men's / US L / EU 52-54 / 3,$50 ,6,FALSE,Size large.
77,Reese Cooper,Reese Cooper Hoodie,7,Condition Gently Used,Color Orange,Size Men's / US XL / EU 56 / 4,$160 ,7,TRUE,"Worn once
Runs a little snug so more like a L/XL
Great tapered fit at the bottom so it's not so baggy"
78,Reese Cooper,Reese Cooper “river runs through” crewneck light blue,6,Condition Gently Used,Color Blue,Size Men's / US L / EU 52-54 / 3,$130 ,4,TRUE,Very cropped/wide fitting sweatshirt
79,Bare Knuckles × Reese Cooper × Sangiev,"GIANNETTI - ""Excess"" Hoodie",24,Condition Gently Used,Color Black,Size Men's / US L / EU 52-54 / 3,$175 ,4,TRUE,"GIANNETTI FACTORY
""Excess"" Hoodie
Gently Used
Great Condition
Black ""Excess"" Hoodie Sweatshirt from Charlie Giannetti
These hoodies were made using the leftover fabrics from previous production.
Dyed using natural eco friendly dyes and also going through a vintage sun fade process.
These are sold as a OS fits all and therefore have no sizing tag.
Cropped/boxy fit in the body.
Features tonal printed graphic on the back
See photos for details and measurements.
——————
Offer prices are welcome, but please be reasonable. Lowballs will be ignored.
SEE MULTIPLE ITEMS YOU LIKE!? <U+0001F60D>
Ask me about bundles and I will be glad to work on bundling items together for a discounted price!
——————
All sales are FINAL. Returns will not be accepted. Please read description carefully, as any flaws will be noted. Feel free to reach out with any additional questions before purchase and I will be glad to help! <U+0001F601>"
80,Reese Cooper,Reese Cooper Handmade Service Garments Hoodie,26,Condition Gently Used,Color Army green,Size Men's / US L / EU 52-54 / 3,$180 ,3,TRUE,"— Reese Cooper “Handmade Service Garments” Hoodie, 100% heavyweight French Terry
— Worn a couple time, practically like new
— Size Large, fit is TTS"
81,Reese Cooper,Forest Service Hoodie,12,Condition Gently Used,Color Blue,Size Men's / US XL / EU 56 / 4,$119 ,2,TRUE,"fantastic piece, message with any questions!"
82,Reese Cooper,Compass Logo Hoodie,10,Condition Gently Used,Color Blue,Size Men's / US L / EU 52-54 / 3,$220 ,3,TRUE,"— Reese Cooper Blue Compass Logo Hoodie, 100% heavyweight French Terry
— Worn a couple times, practically new
— Size L fit is TTS"
83,Reese Cooper,Reese Cooper Against the Wind Hoodie,6,Condition Worn,Color Black,Size Men's / US M / EU 48-50 / 2,$200 ,5,FALSE,"V rare Reese Cooper hoodie, still decent condition with some dope fading"
84,Reese Cooper,GIANNETTI EXCESS HOODIE - FIRST COLLECTION,5,Condition Used,Color Grey,Size Men's / US S / EU 44-46 / 1,$156 ,4,FALSE,"Excess hoodie made by Charlie Giannetti, one of the ones from the very first batch he made. It’s supposed to be a one-size fits all, as it isn’t labeled with a size, but I’d say it’s definitely on the smaller size, especially when it comes to height, if you’re anywhere between 5’3-5’7 or have a lankier body type, or a woman you should be able to rock this. Otherwise, it’ll midriff your stomach and unless you have the confidence to rock it (I don’t, I wouldn’t recommend it.) it has a few oil stains on the front, and has been worn 4 times. I paid $150 for it."
85,Reese Cooper,Reese Cooper Special Projects patchwork zip up hoodie,36,Condition Gently Used,Color Grey,Size Men's / US L / EU 52-54 / 3,$183 ,6,TRUE,"One of the first projects from one of my favorite designers
Bought from the Reese Cooper pop up, that’s why it has the RCI logo screen print on the back. One of the best cut hoodies in the WORLD
Only shipping within the US for the time being"
86,Reese Cooper,Reese Cooper National Forest Foundation Hoodie,8,Condition Gently Used,Color Green,Size Men's / US M / EU 48-50 / 2,$110 ,2,FALSE,"Green Champion Hoodie
RC collaboration
Fit TTS
Worn 2-3 times"
87,Reese Cooper,Excess Hoodie,35,Condition Used,Color Light blue,Size Men's / US M / EU 48-50 / 2,$107 ,4,FALSE,Charlie Giannetti excess hoodie in light blue
88,Reese Cooper,New Reese Cooper SS21 River Runs Through Hoodie Size S,11,Condition New,Color Blue,Size Men's / US S / EU 44-46 / 1,$200 ,8,TRUE,"This is a Brand New Reese Cooper SS21 River Runs Through Hoodie Size Small
This is a very nice thick sweatshirt with a Boxy roomy and slightly cropped fit.
New With Tags
Made In USA
Retail: $428"
